num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name
0,edgar/data/1017491/0001017491-14-000056.txt,2014-03-25,1017491,DEF 14A,"APRICUS BIOSCIENCES, INC."
1,edgar/data/1017673/0001193125-14-121529.txt,2014-03-28,1017673,DEF 14A,DOVER MOTORSPORTS INC
0,edgar/data/101778/0001104659-14-017391.txt,2014-03-07,101778,DEF 14A,MARATHON OIL CORP
0,edgar/data/101829/0001193125-14-100280.txt,2014-03-14,101829,DEF 14A,UNITED TECHNOLOGIES CORP /DE/
0,edgar/data/1018399/0001018399-14-000019.txt,2014-03-31,1018399,DEF 14A,ENTERPRISE BANCORP INC /MA/
0,edgar/data/1018963/0001193125-14-115642.txt,2014-03-26,1018963,DEF 14A,ALLEGHENY TECHNOLOGIES INC
0,edgar/data/1019361/0001019361-14-000002.txt,2014-01-31,1019361,DEF 14A,ROFIN SINAR TECHNOLOGIES INC
2,edgar/data/1021270/0001193125-14-105911.txt,2014-03-19,1021270,DEF 14A,FAMOUS DAVES OF AMERICA INC
10,edgar/data/1021635/0001021635-14-000107.txt,2014-03-28,1021635,DEF 14A,OGE ENERGY CORP.
1,edgar/data/102212/0001193125-14-098895.txt,2014-03-14,102212,DEF 14A,UNIVEST CORP OF PENNSYLVANIA
0,edgar/data/1022469/0001193125-14-100985.txt,2014-03-17,1022469,DEF 14A,DELTIC TIMBER CORP
0,edgar/data/1023128/0001437749-14-004137.txt,2014-03-14,1023128,DEF 14A,LITHIA MOTORS INC
0,edgar/data/1023131/0001047469-14-002877.txt,2014-03-24,1023131,DEF 14A,COVANCE INC
0,edgar/data/1023313/0001193125-14-123716.txt,2014-03-31,1023313,DEF 14A,"FORRESTER RESEARCH, INC."
1,edgar/data/1023860/0000914317-14-000418.txt,2014-03-28,1023860,DEF 14A,STEWARDSHIP FINANCIAL CORP
3,edgar/data/1024732/0001193125-14-095169.txt,2014-03-12,1024732,DEF 14A,IGATE CORP
2,edgar/data/102729/0001047469-14-002698.txt,2014-03-20,102729,DEF 14A,VALMONT INDUSTRIES INC
0,edgar/data/102741/0000897101-14-000084.txt,2014-01-17,102741,DEF 14A,VALSPAR CORP
0,edgar/data/102756/0001188112-14-000060.txt,2014-01-09,102756,DEF 14A,VALUE LINE FUND INC
0,edgar/data/102757/0001188112-14-000060.txt,2014-01-09,102757,DEF 14A,VALUE LINE INCOME & GROWTH FUND INC
0,edgar/data/102764/0001188112-14-000060.txt,2014-01-09,102764,DEF 14A,"VALUE LINE LARGER COMPANIES FUND, INC."
0,edgar/data/102767/0001188112-14-000060.txt,2014-01-09,102767,DEF 14A,"Value Line Premier Growth Fund, Inc."
2,edgar/data/1027884/0001027884-14-000013.txt,2014-03-21,1027884,DEF 14A,CHICAGO BRIDGE & IRON CO N V
0,edgar/data/1028954/0001144204-14-019535.txt,2014-03-31,1028954,DEF 14A,SUSSEX BANCORP
0,edgar/data/1029744/0001193125-14-022733.txt,2014-01-28,1029744,DEF 14A,SONIC FOUNDRY INC
0,edgar/data/1029800/0001145443-14-000142.txt,2014-02-12,1029800,DEF 14A,URSTADT BIDDLE PROPERTIES INC
0,edgar/data/1030206/0001140361-14-014614.txt,2014-03-28,1030206,DEF 14A,VASCULAR SOLUTIONS INC
2,edgar/data/1030469/0001193125-14-096888.txt,2014-03-13,1030469,DEF 14A,OFG BANCORP
0,edgar/data/1031029/0001031029-14-000027.txt,2014-03-26,1031029,DEF 14A,"StarTek, Inc."
0,edgar/data/1031093/0001079973-14-000145.txt,2014-02-26,1031093,DEF 14A,"SILVER BULL RESOURCES, INC."
0,edgar/data/103145/0001104659-14-021119.txt,2014-03-20,103145,DEF 14A,VEECO INSTRUMENTS INC
1,edgar/data/1031623/0001193125-14-099291.txt,2014-03-14,1031623,DEF 14A,GULF ISLAND FABRICATION INC
3,edgar/data/1032208/0001193125-14-106712.txt,2014-03-20,1032208,DEF 14A,SEMPRA ENERGY
0,edgar/data/10329/0001437749-14-001931.txt,2014-02-12,10329,DEF 14A,BASSETT FURNITURE INDUSTRIES INC
1,edgar/data/103379/0001193125-14-110286.txt,2014-03-21,103379,DEF 14A,V F CORP
0,edgar/data/1033905/0001033905-14-000063.txt,2014-03-31,1033905,DEF 14A,LUMINEX CORP
2,edgar/data/1034054/0001193125-14-118373.txt,2014-03-27,1034054,DEF 14A,SBA COMMUNICATIONS CORP
1,edgar/data/1034106/0001318148-14-000552.txt,2014-03-27,1034106,DEF 14A,FEDERATED CORE TRUST/PA
0,edgar/data/1034670/0001193125-14-115654.txt,2014-03-26,1034670,DEF 14A,AUTOLIV INC
0,edgar/data/1035002/0001035002-14-000012.txt,2014-03-21,1035002,DEF 14A,VALERO ENERGY CORP/TX
0,edgar/data/1035092/0001144204-14-016917.txt,2014-03-20,1035092,DEF 14A,SHORE BANCSHARES INC
0,edgar/data/1035267/0001035267-14-000034.txt,2014-03-07,1035267,DEF 14A,INTUITIVE SURGICAL INC
0,edgar/data/1035354/0001144204-14-000634.txt,2014-01-06,1035354,DEF 14A,SENESCO TECHNOLOGIES INC
0,edgar/data/1036848/0001036848-14-000008.txt,2014-03-25,1036848,DEF 14A,AEROCENTURY CORP
0,edgar/data/1036960/0001193125-14-119998.txt,2014-03-28,1036960,DEF 14A,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC
0,edgar/data/1037646/0001174947-14-000081.txt,2014-03-17,1037646,DEF 14A,METTLER TOLEDO INTERNATIONAL INC/
1,edgar/data/1037760/0001193125-14-097883.txt,2014-03-13,1037760,DEF 14A,CEPHEID
0,edgar/data/1037868/0001193125-14-111396.txt,2014-03-24,1037868,DEF 14A,AMETEK INC/
0,edgar/data/1038074/0001188112-14-000607.txt,2014-03-06,1038074,DEF 14A,SILICON LABORATORIES INC
2,edgar/data/1038205/0001193125-14-093539.txt,2014-03-11,1038205,DEF 14A,BANK OF THE OZARKS INC
1,edgar/data/103872/0001193125-14-080524.txt,2014-03-03,103872,DEF 14A,"VOLT INFORMATION SCIENCES, INC."
0,edgar/data/1038773/0001144204-14-019545.txt,2014-03-31,1038773,DEF 14A,CORNERSTONE BANCSHARES INC
0,edgar/data/1040829/0001193125-14-117395.txt,2014-03-27,1040829,DEF 14A,"Ryman Hospitality Properties, Inc."
1,edgar/data/1041061/0001308179-14-000078.txt,2014-03-21,1041061,DEF 14A,YUM BRANDS INC
0,edgar/data/1041177/0001144204-14-015702.txt,2014-03-14,1041177,DEF 14A,Sutor Technology Group LTD
2,edgar/data/1042729/0001193125-14-098835.txt,2014-03-14,1042729,DEF 14A,MERCANTILE BANK CORP
0,edgar/data/1042783/0001042783-14-000027.txt,2014-03-19,1042783,DEF 14A,DOT HILL SYSTEMS CORP
0,edgar/data/1042810/0001193125-14-121463.txt,2014-03-28,1042810,DEF 14A,"EQUITY ONE, INC."
0,edgar/data/1043186/0001193125-14-122085.txt,2014-03-31,1043186,DEF 14A,American Electric Technologies Inc
2,edgar/data/1043277/0001193125-14-120361.txt,2014-03-28,1043277,DEF 14A,C H ROBINSON WORLDWIDE INC
0,edgar/data/1043509/0001193125-14-082519.txt,2014-03-04,1043509,DEF 14A,SONIC AUTOMOTIVE INC
0,edgar/data/1045609/0001193125-14-100240.txt,2014-03-14,1045609,DEF 14A,"Prologis, Inc."
7,edgar/data/10456/0001193125-14-109172.txt,2014-03-21,10456,DEF 14A,BAXTER INTERNATIONAL INC
0,edgar/data/1046188/0001046188-14-000015.txt,2014-03-18,1046188,DEF 14A,PATHFINDER BANCORP INC
2,edgar/data/1046311/0001445305-14-001193.txt,2014-03-28,1046311,DEF 14A,CHOICE HOTELS INTERNATIONAL INC /DE
2,edgar/data/1047340/0001047340-14-000019.txt,2014-03-31,1047340,DEF 14A,FRESH DEL MONTE PRODUCE INC
2,edgar/data/1048133/0001206774-14-001060.txt,2014-03-28,1048133,DEF 14A,DELAWARE GROUP FOUNDATION FUNDS
3,edgar/data/1048695/0001193125-14-015746.txt,2014-01-21,1048695,DEF 14A,F5 NETWORKS INC
1,edgar/data/104889/0000104889-14-000016.txt,2014-03-26,104889,DEF 14A,Graham Holdings Co
2,edgar/data/104894/0000104894-14-000038.txt,2014-03-28,104894,DEF 14A,WASHINGTON REAL ESTATE INVESTMENT TRUST
0,edgar/data/104918/0001193125-14-120358.txt,2014-03-28,104918,DEF 14A,AVISTA CORP
2,edgar/data/1049502/0001193125-14-111708.txt,2014-03-24,1049502,DEF 14A,MKS INSTRUMENTS INC
0,edgar/data/1050446/0001193125-14-111424.txt,2014-03-24,1050446,DEF 14A,MICROSTRATEGY INC
1,edgar/data/1050743/0000914317-14-000389.txt,2014-03-21,1050743,DEF 14A,PEAPACK GLADSTONE FINANCIAL CORP
0,edgar/data/1052100/0001047469-14-001537.txt,2014-02-28,1052100,DEF 14A,WADDELL & REED FINANCIAL INC
2,edgar/data/1053532/0001053532-14-000020.txt,2014-03-26,1053532,DEF 14A,LaSalle Hotel Properties
0,edgar/data/1053584/0001140361-14-013723.txt,2014-03-21,1053584,DEF 14A,MACATAWA BANK CORP
0,edgar/data/105418/0000105418-14-000013.txt,2014-03-13,105418,DEF 14A,WEIS MARKETS INC
1,edgar/data/1054374/0001193125-14-121360.txt,2014-03-28,1054374,DEF 14A,BROADCOM CORP
0,edgar/data/1054905/0001193125-14-109074.txt,2014-03-21,1054905,DEF 14A,INNOSPEC INC.
0,edgar/data/105608/0001437749-14-004057.txt,2014-03-13,105608,DEF 14A,WELLS GARDNER ELECTRONICS CORP
8,edgar/data/1056239/0001193125-14-112472.txt,2014-03-24,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC
0,edgar/data/1057060/0001193125-14-007946.txt,2014-01-10,1057060,DEF 14A,MARINEMAX INC
3,edgar/data/1057379/0001193125-14-109618.txt,2014-03-21,1057379,DEF 14A,"HACKETT GROUP, INC."
2,edgar/data/105770/0001104659-14-022564.txt,2014-03-25,105770,DEF 14A,WEST PHARMACEUTICAL SERVICES INC
12,edgar/data/1058090/0001193125-14-118566.txt,2014-03-27,1058090,DEF 14A,CHIPOTLE MEXICAN GRILL INC
0,edgar/data/1058299/0001193125-14-114566.txt,2014-03-25,1058299,DEF 14A,LIONBRIDGE TECHNOLOGIES INC /DE/
0,edgar/data/1059213/0001059213-14-000008.txt,2014-03-07,1059213,DEF 14A,DIVIDEND & INCOME FUND
0,edgar/data/1059556/0001193125-14-083822.txt,2014-03-05,1059556,DEF 14A,MOODYS CORP /DE/
0,edgar/data/1060391/0001193125-14-116469.txt,2014-03-26,1060391,DEF 14A,"REPUBLIC SERVICES, INC."
1,edgar/data/1060523/0001047469-14-002826.txt,2014-03-24,1060523,DEF 14A,CARDINAL FINANCIAL CORP
0,edgar/data/1061069/0001437749-14-005018.txt,2014-03-25,1061069,DEF 14A,AVALON HOLDINGS CORP
3,edgar/data/1062047/0001193125-14-097589.txt,2014-03-13,1062047,DEF 14A,CONVERGYS CORP
0,edgar/data/1062231/0001062231-14-000018.txt,2014-03-21,1062231,DEF 14A,AMERICAN AXLE & MANUFACTURING HOLDINGS INC
2,edgar/data/1062449/0001047469-14-003153.txt,2014-03-28,1062449,DEF 14A,BUFFALO WILD WINGS INC
2,edgar/data/1062613/0001062613-14-000020.txt,2014-03-27,1062613,DEF 14A,FAIRPOINT COMMUNICATIONS INC
0,edgar/data/1062822/0001062822-14-000014.txt,2014-03-14,1062822,DEF 14A,"LEXICON PHARMACEUTICALS, INC./DE"
0,edgar/data/106455/0000106455-14-000022.txt,2014-03-26,106455,DEF 14A,WESTMORELAND COAL Co
3,edgar/data/1064728/0001193125-14-114432.txt,2014-03-25,1064728,DEF 14A,PEABODY ENERGY CORP
0,edgar/data/1065332/0001157523-14-001151.txt,2014-03-21,1065332,DEF 14A,NIC INC
4,edgar/data/106535/0001193125-14-065372.txt,2014-02-25,106535,DEF 14A,WEYERHAEUSER CO
0,edgar/data/1065696/0001193125-14-115431.txt,2014-03-26,1065696,DEF 14A,LKQ CORP
0,edgar/data/1066026/0001193125-14-028256.txt,2014-01-30,1066026,DEF 14A,CONCUR TECHNOLOGIES INC
0,edgar/data/1067701/0001193125-14-116572.txt,2014-03-26,1067701,DEF 14A,UNITED RENTALS INC /DE
2,edgar/data/1067837/0001193125-14-089291.txt,2014-03-07,1067837,DEF 14A,ENTERCOM COMMUNICATIONS CORP
5,edgar/data/1067983/0001193125-14-099027.txt,2014-03-14,1067983,DEF 14A,BERKSHIRE HATHAWAY INC
2,edgar/data/1068717/0001193125-14-120620.txt,2014-03-28,1068717,DEF 14A,RTI INTERNATIONAL METALS INC
2,edgar/data/1068851/0001193125-14-099081.txt,2014-03-14,1068851,DEF 14A,PROSPERITY BANCSHARES INC
1,edgar/data/1069157/0001104659-14-023234.txt,2014-03-27,1069157,DEF 14A,EAST WEST BANCORP INC
0,edgar/data/1069878/0001193125-14-109145.txt,2014-03-21,1069878,DEF 14A,TREX CO INC
16,edgar/data/1070412/0001193125-14-121520.txt,2014-03-28,1070412,DEF 14A,CONSOL Energy Inc
0,edgar/data/1071264/0001140361-14-013732.txt,2014-03-21,1071264,DEF 14A,JACKSONVILLE BANCORP INC /FL/
1,edgar/data/1071411/0001354488-14-000848.txt,2014-02-21,1071411,DEF 14A,FUSION TELECOMMUNICATIONS INTERNATIONAL INC
0,edgar/data/1071739/0001071739-14-000040.txt,2014-03-11,1071739,DEF 14A,CENTENE CORP
0,edgar/data/1073429/0001193125-14-120337.txt,2014-03-28,1073429,DEF 14A,US CONCRETE INC
0,edgar/data/1074447/0001062993-14-000099.txt,2014-01-09,1074447,DEF 14A,MANAS PETROLEUM Corp
2,edgar/data/1074952/0001193125-14-033187.txt,2014-02-03,1074952,DEF 14A,NUVEEN CALIFORNIA DIVIDEND ADVANTAGE MUNICIPAL FUND
3,edgar/data/1075706/0001193125-14-107650.txt,2014-03-20,1075706,DEF 14A,CITIZENS HOLDING CO /MS/
0,edgar/data/1075736/0001354488-14-001431.txt,2014-03-27,1075736,DEF 14A,"Crexendo, Inc."
1,edgar/data/1076195/0001193125-14-091663.txt,2014-03-10,1076195,DEF 14A,"LIFE TIME FITNESS, INC."
0,edgar/data/1076682/0001144204-14-012518.txt,2014-02-28,1076682,DEF 14A,MAJESCO ENTERTAINMENT CO
0,edgar/data/1079577/0001193125-14-110728.txt,2014-03-24,1079577,DEF 14A,STANCORP FINANCIAL GROUP INC
0,edgar/data/1080034/0001080034-14-000017.txt,2014-03-28,1080034,DEF 14A,"CONVERSANT, INC."
0,edgar/data/1081078/0001193125-14-084489.txt,2014-03-05,1081078,DEF 14A,API Technologies Corp.
0,edgar/data/1081400/0000907244-14-000098.txt,2014-03-05,1081400,DEF 14A,WELLS FARGO FUNDS TRUST
0,edgar/data/1082526/0001193125-14-102691.txt,2014-03-17,1082526,DEF 14A,SCIQUEST INC
0,edgar/data/1083301/0001047469-14-002768.txt,2014-03-21,1083301,DEF 14A,IKONICS CORP
0,edgar/data/1083522/0001083522-14-000016.txt,2014-03-31,1083522,DEF 14A,JONES SODA CO
0,edgar/data/1084048/0001072613-14-000194.txt,2014-03-26,1084048,DEF 14A,"J2 GLOBAL, INC."
4,edgar/data/1084717/0001193125-14-099500.txt,2014-03-14,1084717,DEF 14A,PACIFIC CONTINENTAL CORP
0,edgar/data/1085280/0001193125-14-081263.txt,2014-03-04,1085280,DEF 14A,TIBCO SOFTWARE INC
0,edgar/data/1086909/0001193125-14-110446.txt,2014-03-21,1086909,DEF 14A,"BROADSOFT, INC."
2,edgar/data/1087294/0001087294-14-000013.txt,2014-03-13,1087294,DEF 14A,CUMBERLAND PHARMACEUTICALS INC
0,edgar/data/1089819/0001193125-14-098670.txt,2014-03-14,1089819,DEF 14A,CLECO CORP
0,edgar/data/108985/0000108985-14-000033.txt,2014-03-21,108985,DEF 14A,YORK WATER CO
2,edgar/data/1090061/0001193125-14-037144.txt,2014-02-06,1090061,DEF 14A,OMNOVA SOLUTIONS INC
0,edgar/data/1090514/0001019687-14-000519.txt,2014-02-14,1090514,DEF 14A,AMERICAN ORIENTAL BIOENGINEERING INC
0,edgar/data/1090872/0001206774-14-000404.txt,2014-02-05,1090872,DEF 14A,AGILENT TECHNOLOGIES INC
0,edgar/data/1090908/0001437749-14-004083.txt,2014-03-14,1090908,DEF 14A,SELECTICA INC
0,edgar/data/1091667/0001193125-14-117947.txt,2014-03-27,1091667,DEF 14A,"CHARTER COMMUNICATIONS, INC. /MO/"
3,edgar/data/1091748/0001193125-14-089323.txt,2014-03-07,1091748,DEF 14A,"Argo Group International Holdings, Ltd."
0,edgar/data/1091883/0001091883-14-000016.txt,2014-03-21,1091883,DEF 14A,CIRCOR INTERNATIONAL INC
0,edgar/data/1091907/0001206774-14-000883.txt,2014-03-14,1091907,DEF 14A,WORLD WRESTLING ENTERTAINMENTINC
0,edgar/data/1092289/0001193125-14-026597.txt,2014-01-29,1092289,DEF 14A,TRANSATLANTIC PETROLEUM LTD.
0,edgar/data/1092699/0001193125-14-121618.txt,2014-03-28,1092699,DEF 14A,SPS COMMERCE INC
0,edgar/data/1093082/0001193125-14-099296.txt,2014-03-14,1093082,DEF 14A,HUTTIG BUILDING PRODUCTS INC
0,edgar/data/1093207/0001144204-14-009845.txt,2014-02-14,1093207,DEF 14A,CROSSROADS SYSTEMS INC
0,edgar/data/1093672/0001093672-14-000013.txt,2014-03-25,1093672,DEF 14A,PEOPLES BANCORP OF NORTH CAROLINA INC
2,edgar/data/1093728/0001144204-14-018504.txt,2014-03-28,1093728,DEF 14A,PACIFIC FINANCIAL CORP
0,edgar/data/1094285/0001193125-14-084575.txt,2014-03-05,1094285,DEF 14A,TELEDYNE TECHNOLOGIES INC
2,edgar/data/1094742/0001144204-14-017557.txt,2014-03-25,1094742,DEF 14A,MAINSTREET BANKSHARES INC
0,edgar/data/1094810/0000927089-14-000085.txt,2014-03-25,1094810,DEF 14A,MUTUALFIRST FINANCIAL INC
0,edgar/data/1095291/0001144204-14-018733.txt,2014-03-28,1095291,DEF 14A,"WEB.COM GROUP, INC."
2,edgar/data/1096142/0001193125-14-113267.txt,2014-03-25,1096142,DEF 14A,GENTIVA HEALTH SERVICES INC
0,edgar/data/1096199/0001096199-14-000014.txt,2014-03-28,1096199,DEF 14A,"Geeknet, Inc"
0,edgar/data/1096325/0001096325-14-000021.txt,2014-03-14,1096325,DEF 14A,INTERSIL CORP/DE
1,edgar/data/1096343/0001096343-14-000009.txt,2014-03-21,1096343,DEF 14A,MARKEL CORP
0,edgar/data/1096385/0001209286-14-000122.txt,2014-03-24,1096385,DEF 14A,VECTREN CORP
0,edgar/data/1098151/0001098151-14-000017.txt,2014-03-26,1098151,DEF 14A,FIDELITY D & D BANCORP INC
1,edgar/data/1098880/0001062993-14-001213.txt,2014-03-11,1098880,DEF 14A,IntelGenx Technologies Corp.
0,edgar/data/1098972/0001193125-14-091707.txt,2014-03-10,1098972,DEF 14A,AGENUS INC
1,edgar/data/1099219/0001193125-14-113368.txt,2014-03-25,1099219,DEF 14A,METLIFE INC
0,edgar/data/1099369/0001062993-14-000257.txt,2014-01-17,1099369,DEF 14A,DESTINY MEDIA TECHNOLOGIES INC
0,edgar/data/1099941/0001193125-14-107416.txt,2014-03-20,1099941,DEF 14A,"MVC CAPITAL, INC."
0,edgar/data/1100397/0001144204-14-012223.txt,2014-02-28,1100397,DEF 14A,"Advaxis, Inc."
0,edgar/data/1100441/0001193125-14-101359.txt,2014-03-17,1100441,DEF 14A,"RTI SURGICAL, INC."
0,edgar/data/1101169/0001193125-14-098839.txt,2014-03-14,1101169,DEF 14A,VIASYSTEMS GROUP INC
0,edgar/data/1101680/0001193125-14-121703.txt,2014-03-28,1101680,DEF 14A,ZHONE TECHNOLOGIES INC
2,edgar/data/1101688/0000721748-14-000162.txt,2014-02-18,1101688,DEF 14A,Teleconnect Inc.
1,edgar/data/1102266/0001193125-14-086046.txt,2014-03-06,1102266,DEF 14A,"CenterState Banks, Inc."
0,edgar/data/1102934/0001193125-14-014155.txt,2014-01-17,1102934,DEF 14A,CABOT MICROELECTRONICS CORP
2,edgar/data/1103601/0001308179-14-000015.txt,2014-01-23,1103601,DEF 14A,WGL HOLDINGS INC
1,edgar/data/1104349/0001104349-14-000013.txt,2014-03-24,1104349,DEF 14A,CAPELLA EDUCATION CO
0,edgar/data/110471/0001104659-14-018712.txt,2014-03-12,110471,DEF 14A,WOLVERINE WORLD WIDE INC /DE/
0,edgar/data/1106838/0001144204-14-003012.txt,2014-01-21,1106838,DEF 14A,"Chanticleer Holdings, Inc."
0,edgar/data/1107280/0001273511-14-000038.txt,2014-03-17,1107280,DEF 14A,OCULUS VISIONTECH INC.
0,edgar/data/1113169/0001113169-14-000010.txt,2014-03-14,1113169,DEF 14A,PRICE T ROWE GROUP INC
0,edgar/data/1115055/0001140361-14-010754.txt,2014-03-04,1115055,DEF 14A,PINNACLE FINANCIAL PARTNERS INC
0,edgar/data/1116942/0001193125-14-100098.txt,2014-03-14,1116942,DEF 14A,TTM TECHNOLOGIES INC
2,edgar/data/1118237/0001144204-14-015931.txt,2014-03-17,1118237,DEF 14A,MBT FINANCIAL CORP
2,edgar/data/11199/0001308179-14-000064.txt,2014-03-18,11199,DEF 14A,BEMIS CO INC
0,edgar/data/1120193/0001193125-14-118705.txt,2014-03-27,1120193,DEF 14A,"NASDAQ OMX GROUP, INC."
2,edgar/data/1123270/0001144204-14-014169.txt,2014-03-07,1123270,DEF 14A,BANK MUTUAL CORP
0,edgar/data/1123316/0001102624-14-000293.txt,2014-02-28,1123316,DEF 14A,"Crystal Rock Holdings, Inc."
0,edgar/data/1124941/0001144204-14-000725.txt,2014-01-06,1124941,DEF 14A,BEACON ROOFING SUPPLY INC
2,edgar/data/1125259/0001193125-14-087964.txt,2014-03-07,1125259,DEF 14A,CARNIVAL PLC
3,edgar/data/1126003/0001062993-14-000286.txt,2014-01-21,1126003,DEF 14A,ALTERNET SYSTEMS INC
1,edgar/data/1126234/0001126234-14-000085.txt,2014-03-21,1126234,DEF 14A,NEWLINK GENETICS CORP
0,edgar/data/1126975/0001126975-14-000033.txt,2014-02-24,1126975,DEF 14A,MAGELLAN MIDSTREAM PARTNERS LP
1,edgar/data/1128590/0001318148-14-000552.txt,2014-03-27,1128590,DEF 14A,FEDERATED CORE TRUST II
0,edgar/data/1129155/0001188112-14-000701.txt,2014-03-17,1129155,DEF 14A,MARINE PRODUCTS CORP
2,edgar/data/1130310/0001193125-14-100128.txt,2014-03-14,1130310,DEF 14A,CENTERPOINT ENERGY INC
3,edgar/data/1130464/0001130464-14-000080.txt,2014-03-20,1130464,DEF 14A,BLACK HILLS CORP /SD/
0,edgar/data/1132651/0001140361-14-013970.txt,2014-03-24,1132651,DEF 14A,AMES NATIONAL CORP
0,edgar/data/1133311/0001133311-14-000018.txt,2014-03-24,1133311,DEF 14A,TRAVELZOO INC
0,edgar/data/1133416/0001193125-14-110591.txt,2014-03-21,1133416,DEF 14A,GALECTIN THERAPEUTICS INC
4,edgar/data/1133470/0001193125-14-076963.txt,2014-02-28,1133470,DEF 14A,CALAVO GROWERS INC
0,edgar/data/1134765/0001415889-14-000126.txt,2014-01-13,1134765,DEF 14A,"True Drinks Holdings, Inc."
0,edgar/data/1136869/0001193125-14-112467.txt,2014-03-24,1136869,DEF 14A,ZIMMER HOLDINGS INC
13,edgar/data/1137774/0001193125-14-114368.txt,2014-03-25,1137774,DEF 14A,PRUDENTIAL FINANCIAL INC
0,edgar/data/1137861/0001137861-14-000018.txt,2014-03-31,1137861,DEF 14A,WRIGHT MEDICAL GROUP INC
0,edgar/data/1138639/0001193125-14-121361.txt,2014-03-28,1138639,DEF 14A,INFINERA CORP
0,edgar/data/1138776/0001144204-14-014808.txt,2014-03-11,1138776,DEF 14A,"MEDGENICS, INC."
0,edgar/data/1142596/0001193125-14-118625.txt,2014-03-27,1142596,DEF 14A,NUVASIVE INC
1,edgar/data/1142750/0001193125-14-094844.txt,2014-03-12,1142750,DEF 14A,AMN HEALTHCARE SERVICES INC
